"s","o"
"https://w3id.org/framester/wn/wn30/instances/synset-liberation-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-masterpiece-noun-2","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-score-verb-6","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-average-verb-2","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-performance-noun-4","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-accomplishable-adjectivesatellite-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-run_batted_in-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-achiever-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-dispatch-verb-2","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-going-noun-3","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-record-noun-4","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-equalize-verb-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-run-verb-21","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-beachhead-noun-2","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-effect-verb-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-cakewalk-noun-2","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-set-verb-4","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-unearned_run-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-attainment-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-smooth-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-get_over-verb-2","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-do-verb-3","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-masterstroke-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-reach-verb-7","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-consummate-verb-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
